Sentence,Judges_classification,,,,,
A woman who drowned her kids escaped the prior night.,storyline,,,,,
"Obviously, the conclusion provided in the original was more rewarding.",storyline,,,,,
"Anyway I guess I should talk about the ""plot"" The film starts in China with an anonymous Decepticon fighting a bunch of anonymous auto bots .",storyline,,,,,
"The potential to go somewhere with future sequels, this only scraped the surface.Characters:1.",storyline,,,,,
"No objection, they remind me of the movies of my childhood and teens, many of them starred by the same actors.",storyline,,,,,
"It can amaze and frighten, and at the end you will have a lot to think and talk about.",storyline,,,,,
"The movie starts out very well, with a slight flash of the future.",storyline,,,,,
"He makes a deal with the purple and hairy Sully about , if he can get into the tribe of the Na'vi, he can gain Unobtainium, a power-source for whatever the owner pleases.",storyline,,,,,
"As for the ending, I didn't care enough to think it was clever or intriguing.",storyline,,,,,
He is impressed by NATALIE PORTMAN's skill as The White Swan but tells her she must experience life and love to the utmost in order to provide the proper passion for her darker side as the evil swan.,storyline,,,,,
"He has taken the very best parts of what made that first series so successful and fused it with a sense of entertainment and willingness to entertain that could have failed, turning it into nothing more than an action-schmaltz, yet succeeded.",storyline,,,,,
"Hugo finds a friend (his only) in Isabelle (Chlo Grace Moretz), goddaughter to Mli_s.",storyline,,,,,
Mr. Bay you can__t fool people all the time and the people who grew up with the transformers are absolutely hating this movie.,storyline,,,,,
"They are so much a part of the trailers yet a tiny part of the film.Most of my complaints I know are not entirely the fault of the movie, it is, from what I understand, a very faithful adaptation of the book.",storyline,,,,,
Some of that does happen but as it turns out the film is more about the final battle of this group of misfits after they have already made a name for themselves.,storyline,,,,,
"As the plot develops, the viewer seems to grow closer and closer to the characters.",storyline,,,,,
"Of course, it's a little ludicrous, but it's so amazingly different and so finely depicted it's almost perceivable.",storyline,,,,,
"me put it this way: if this movie was made write-by-committee to be the genre film it is, the initial premise would become gimmick once several obvious options for flat and uninspired twists appear in the narrative, in the hopes that it would dazzle enough people to make money before everyone noticed that it doesn't make any sense.",storyline,,,,,
"Schwarzenegger and Willis are great fun here, but they're like the two popular uncles of the family who turn up at a party, greet everybody and then rush off again; for a scene featuring three of the most iconic action stars of all time, it's underwhelming.",storyline,,,,,
"The bachelor brunch that Stu has in mind, however, takes place stateside at an I-HOP before he hops onto a jet.",storyline,,,,,
"The film is very straightforward in its storytelling, focusing its energy on crafting a tale about characters who feel powerfully and don't know how to tame those feelings.",storyline,,,,,
"The last release here, fell far far short of living up the the previous movies, and it does not even deserve to carry the name Terminator.",storyline,,,,,
Nothing original...no entertainment...no good action.,storyline,,,,,
"No surprises, very little dialogue, overrated and predictable.",storyline,,,,,
I thought they needed to spend way more time on Ellen Page and Decaprio's relationship.,storyline,,,,,
Owen agrees with JT and seems so nervous on missions that he is about to have a mental breakdown at any moment.,storyline,,,,,
"And in the end, those cheers don't change anything or make you one of the ""good guys"".I found the audiences reactions to be more amusing than the movie itself.",storyline,,,,,
"This movie is so awful, so devoid of anything that even remotely resembles a work of art that one can reasonably conclude that the director was instructed to sacrifice any vestige of artistic quality in order to make a quick buck.",storyline,,,,,
The toys have made him this person.,storyline,,,,,
"The two elements never gel, and you have to wonder why we spend so long dwelling on Ron's romance with an infatuated student when his house has just been burned to the ground and his whole family put into peril.The film is full of plot holes (why didn't the bad guys blow up the Burrows at the beginning, with Harry and everyone else inside?) and suffers from real pacing problems.",storyline,,,,,
"In real world if some skinny scientist woman calls hard boiled marine dumb and worthless with nasty attitude, she would find herself pretty soon collecting her teeth on the floor even if the guy is in a wheelchair.",storyline,,,,,
"But I was expecting too at least see the return off some cool robot characters, and in that respect the film just teases!This feels like an abrupt end off a trilogy too.",storyline,,,,,
It didn't engage me.,storyline,,,,,
"With that being said, it is a movie after all and they clearly weren't going for a realistic approach to survival in conditions anyone would die from no matter how skilled they are.",storyline,,,,,
"Rigorous science was never the strong point of Star Trek, one accepts the conventions in order to enjoy the show, so the space travel as well as hint of alternate universes Abrams likes is used here as well, and it's not necessary to analyze it too closely to find some flaws.",storyline,,,,,
"The Earth is in peril, and its fate depends on a handful of superhumans.",storyline,,,,,
The problem is the questioning stagnates and closure never really gets through.,storyline,,,,,
"Then Thor is cast down to Earth, powerless, to teach him a lesson, at which point a) things start to go pear-shaped in Asgard, and b) the goings-on on Earth are somewhat less engaging than those in Asgard, although there is some very well-judged comedy.",storyline,,,,,
"Eventually the director lost sight of the book, and had Japan nuke the games.",storyline,,,,,
(Picture Darth Vader bowing to the Emperor in Empire strikes back/Megatron bowing like a pathetic loser to the Fallen).,storyline,,,,,
"Don't say that I don't get it, because I understood everything about this movie.",storyline,,,,,
"If the movie just stuck to them, and didn't bother to add the bizarre love story last minute between Shoshana and the black projectionist, or a painfully long bar game with characters useless to the plot, or waste so much time on the star of ""A Nation's Pride""; it would have been far more enjoyable.Also, for no reason Samuel L Jackson narrated 10 seconds of the movie.",storyline,,,,,
"It had a mediocre plot and an okay script, but there is just something about a 12 year old cussing people out that kind of bothers me?",storyline,,,,,
"And with this superhuman figure appearance every realism disappears and with realism also humor.The movie evolves then from a lighthearted sarcastic comedy to a simple Hollywood brainless action flick, still funny for many (male) teens or adults (including myself !) because of the exaggerated action and situations.",storyline,,,,,
The Death Eaters infiltration of the castle should have been met by opposition from the Order of the Phoenix.,storyline,,,,,
"of the fun of the movie comes from the killing of zombies, which again I just don't care for myself.",storyline,,,,,
"This is of course not the real world, so it's entirely acceptable for a young girl to have practically every male in her community want her, whatever their supernatural inclinations may be.",storyline,,,,,
"The slower pace, the constant nature visuals, the music, the lack of dialogue and traditional narrative, all these things would be surprising and off- putting.",storyline,,,,,
The film really is a social commentary or reflection on South African and racism from the old Apartheid days.,storyline,,,,,
"After the movie has ended, I was still wondering what the movie is all about.It started quite spectacularly and I must admit I was quite impress with the special effect.",storyline,,,,,
This big budgeted production by Joel Silver sparkles with polish and wit and the ending is as exciting as moving and being well directed by Guy Ritchie .,storyline,,,,,
"Fortunately, late in the film there are some glimmers of hope...some.",storyline,,,,,
"But it came as a shock to me when I noticed that I'd seen before; only it was called 'The Last Samurai,' 'On Deadly Ground,' 'Pocahontas,' and several other things.",storyline,,,,,
"I liked that little subplot with Jason Statham, especially when he kicked that guy's ass for smacking her around.",storyline,,,,,
But well somehow it also felt hollow.,storyline,,,,,
"Shaw wanted Magneto do display his power by moving a coin, and to provoke him he shoots his mother right in front of him and yes he triggers Magneto's powers in the process.So basically, Magneto's initial intentions are revenge against a single person rather than humanity.",storyline,,,,,
Its watchable as long as you like super hero movie.,storyline,,,,,
"He cannot open his garbage mouth without saying a stupid joke or mock his partner, even in a totally inappropriate situation where their life is hanging in the balance.This",storyline,,,,,
After Ellie passed away Carl set out on a journey to take their house to Paradise Falls and fulfill the promise he had made her.,storyline,,,,,
"Depp does the best he can, but once again with the lack of material; he's made out completely as the hero of the film, instead of maybe having more of a documentary feel to it and being biased on how cool Dillinger was.",storyline,,,,,
"Well,the guy is in a robot,and when the tiger,or what ever that thing is,destroys the weapon,the robot pulls out his OWN BATTLE KNIFE!",storyline,,,,,
for me as a horror movie lover i just had to watch it.,storyline,,,,,
I for one is open to almost all kinds of jokes but this just didn't seem all that funny.,storyline,,,,,
This film had a lot more substance and managed to tie up some loose ends which I really appreciated.,storyline,,,,,
This is intended to make you feel like your life is hopeless.,storyline,,,,,
"They also make references to Watson's 
 involvement in the Afghan War and include Holmes' brother Mycroft, who 
 relaxes in the Diogenes Club instead of using his more gifted mind for 
 flatfooting.",storyline,,,,,
The film is just as engaging.Leonardo,storyline,,,,,
"As a rule I don't put any faith in remakes, ever.",storyline,,,,,
"As the film opens, the infant Perseus and his dead mother Dana bubble up from the depths of the ocean in a wooden casket.",storyline,,,,,
"Apparently the demise of the Soviet Union didn't result in the demise of the plot, which is eventually put into action and leads to a movie that - in addition to the great performance by Jolie - has sustained excitement, a lot of tension, plot twists galore and a completely bewildering cast of characters, of whom you can never be sure which are the good guys and which are the bad guys.",storyline,,,,,
His figure is a real improvement as it is the first time he is allowed to show that he has a relation to his son.,storyline,,,,,
"yes, the 'comedy'.",storyline,,,,,
"Barney Ross, Lee Christmas, Yin Yang, Gunnar Jensen, Toll Road, and Hale Caesar are a group of elite mercenaries known as the Expendables.",storyline,,,,,
"This film is magical in a way that so few movies are these days, it truly was a ""love letter"" of sorts to Steven Spielberg.",storyline,,,,,
I'm not entirely sure why Allen included that scene.,storyline,,,,,
"When that happens you're left with that ""Oh Come on!""or""as if!"" feeling a little two often.",storyline,,,,,
"It is darker than the 1st xformers, just don't take it too seriously.Also",storyline,,,,,
"In any case, this is a good film with some well-deserved brutal justice handed out.",storyline,,,,,
It's crazy how dead-on the humor is.,storyline,,,,,
"(Plot credit, IMDb) The mortal son of the god Zeus embarks on a perilous journey to stop the underworld and its minions from spreading their evil to Earth as well as the heavens.I didn't care for the original, and my views on this one isn't much better.",storyline,,,,,
"During the scene that involves the death of character (whom I won't name) I almost shed a tear, the way it was filmed to that powerful music it truly got to me.",storyline,,,,,
"Decided to see it against my better judgement by the glowing reviews but it is a movie about Ballet, Swan Lake, and Ballerinas .... Duh! ...",storyline,,,,,
Same with how Harry convinces Slughorn to accept the position at Hogwarts.,storyline,,,,,
I love the whole idea and concept of SUCKER PUNCH.,storyline,,,,,
"It felt like, ""OK, we're almost out of money so let's wrap this up.""",storyline,,,,,
"And like the first film, Bella's life is under threat from a handful of vampires, and these happen to contain the remainder of the original group from Twilight.",storyline,,,,,
"I know closing it wouldn't really stop anything from opening it, but at least it would give you a little extra sense of security.",storyline,,,,,
"On the negative side : the storyline gets a little bit confusing with the warping of time and singularity effects , but , hey , surprisingly , it won't kill your love for the film.And for the end : pay special attention to one of the wackiest scenes in history : the ' space diving ', incredible idea,and its execution!",storyline,,,,,
"The necessary cop-out, as in this film, is to make the aliens human under the skin.",storyline,,,,,
"THe problem is: if you read the books, you'll be very disappointed with the movie, but if you didn't read the book, there'll be many things in the movie that won't make sense.In the end, I almost wanted to cry at how disappointed I was with this movie.",storyline,,,,,
"Having said this, I also share much of the universal enthusiasm for the film as it is a purely original creation It, like Avatar, has a quality very rare in film these days: wonder.",storyline,,,,,
Imagine Chronicles of Narnia meets Wizard of Oz.,storyline,,,,,
"I'm sure lots of pretentious 'arty' people will salvage this thin layer of botched film-making and attempt to rise up in its defence against my negative review, but Paranormal Activity represents almost everything wrong with cinema and film-hype (and Transformers 2, but that's another story, a story more terrifying than this).This",storyline,,,,,
"Suited up, Captain America and Iron Man travel to Germany where Loki is meant to be hiding and trying to ignite and stabilise the power of the cube, showing his evil intent to many people kneeling before him, he surrenders though when they fight and catch him.",storyline,,,,,
His motivation to create facebook came from that one incident as we are shown that he meets up with Erica yet again.,storyline,,,,,
"His originality, off-beat humour, lovably flawed characters, understated action and witty dialogue.",storyline,,,,,
"The main point I am trying to get to is that Where The Wild Things Are is a mediocre film, but it is a mediocre film with a lot of good stuff.",storyline,,,,,
"Some people enjoy picking apart solid plots and declaring them imperfect and implausible, but this one really doesn't deserve that.",storyline,,,,,
"wise I cant really complain all that much since I have seen quite a handful of negative reviews saying that this film's plot is abit dry, but I think the plot is decent for all can be expected.The",storyline,,,,,
"I saw this with my dad in the cinema and we absolutely loved it, now my dad isn't really a fan of movies or found footage movies, but he loved this one!",storyline,,,,,
He argues that nothing serious will change if she chooses him over Edward.,storyline,,,,,
"I've gotta say, the fight scenes filmed like HBO fights on television was a brilliant choice, not to mention the opening credits when Micky and Dickie walk like kings through the streets of their hometown of Lowell, Mass., these and so many other scenes are just some of the more finely crafted scenes to be projected on the big screen in a long time.",storyline,,,,,
"However, this is a really easily film to spoil and I highly recommend going in knowing as little as possible.",storyline,,,,,
"Should we mention though, the story developed through the main characters' angles could have been better defined in order to clarify many of the doubts arisen during the plot.But director Bigelow preferred to explode the action scope bringing out a commercially attractive film, with an implicit socio-political meaning which, unfortunately, lacks of a cultural and journalistic accuracy.",storyline,,,,,
Instead they feel like they are part of the process of telling this particular story.,storyline,,,,,
"They start a partnership with Kick-Ass, but sooner the evil Frank and his son Chris (Christopher Mintz-Plasse) plot a plan to betray Kick-Ass.""Kick-Ass"" is one of the funniest movies I have watched this year, exploring pop culture of comic books, superheroes and video-games associated with silliness to the best.",storyline,,,,,
I went in not knowing anything.,storyline,,,,,
The end suggests there could be a sequel.,storyline,,,,,
The land issue is more background though because Matt's wife Elizabeth is in a coma.,storyline,,,,,
Its very nostalgic in a very disturbing way.,storyline,,,,,
plays like the writers simply attached the torso of WHEN WORLDS COLLIDE to the shaky arms and legs of THE DAY AFTER TOMORROW and hoped the typical film audience wouldn't notice.,storyline,,,,,
The storyline is unengaging and the material is spread way too thinly over the running time.,storyline,,,,,
"Kick Ass' very first endeavor is a good example of this, when everything goes wrong and it lands him in the hospital for quite a long time.",storyline,,,,,
The movie could have been fun.,storyline,,,,,
This movie is gruesome!,storyline,,,,,
What happened to the sliver that Sam found at the beginning of the movie?,storyline,,,,,
"Instead of a drawing, Caleb ends up with a page containing a bizarre sequence of numbers.",storyline,,,,,
"John takes the paper Caleb finds, starts doing the number stuff, shows his colleagues, is seemed to be crazy but in a nice way because they believe him a little bit.. well, he, he does research, finds out where an attack is going, and then the action starts.",storyline,,,,,
Someone even had to post that he is in Mensa and he is smart enough to know that this movie is stupid.,storyline,,,,,
"Have already seen it twice ( It was released in India a week prior to US) and will have no qualms seeing it again on the big screen...This movie is a treat for all Marvel -Followers as it is a continuation of the series of events that take place towards the rolling credits of Captain America-The first Avenger, Thor and even The Incredible Hulk to some extent.Every",storyline,,,,,
We have all been through it...it's the middle of the night you wake up because you heard a noise.,storyline,,,,,
"I hope that when Holmes locks horns with Moriarty in however many sequels are to follow we get something just a tad more cerebral in plot development, with more focus on the 'clues' to tease our minds as we progress through the story.Neither",storyline,,,,,
"When I first heard this was a R.Scott film my initial reaction was Prometheus = Alien 4. I'm not a fan of the Alien series, so was sceptical of this film believing it would be no more than an alien- devours-all type of movie, I was both right and wrong.I",storyline,,,,,
"However, one wonders why so little screen time for most of the other autobots.",storyline,,,,,
It makes you think about what will you do if you have been given supreme power.,storyline,,,,,
"I really believe that he thought that despite his past flicks being somewhat 'lightweight' he had it in him to make a decent, entertaining, and enthralling action movie.So when asked the question, is Terminator Salvation a worthy entry to the James Cameron inspired cannon that is The Terminator and is it, most importantly, a decent standalone movie that, while pandering to the enthusiasts and fans, will still stand out as something fresh and new and innovative?",storyline,,,,,
Rival industrialist and opportunist Justin Hammer(Sam Rockwell)must convince the evil minded Ivan to team up and disgrace Stark in front of the world.,storyline,,,,,
"A corporate billionaire wants to eliminate his competition by implanting an idea in the subconscious of the man who stands to inherit the fortune, that he should dismantle the company into smaller entities.",storyline,,,,,
So shouldn't spider man have lost his powers there aswel?,storyline,,,,,
"Oh, yeah, and then there's Big Daddy's little girl (literally a girl, about age 11) Mindy (Chloe Moretz), AKA Hit- Girl, who's quicker than a cobra, nimbler than an Olympic gymnast, less remorseful than a pit bull, and cuter than a litter of cocker spaniel puppies when she wants to be.Crime lord Frank D'Amico (the scarily effective Mark Strong) knows that somebody's been knocking over his drug deals and taking out his goons, but he doesn't believe the screaming pleas of his soon-to-be-ex henchmen that it was some kind of costumed vigilante.",storyline,,,,,
"The structure of the film and how it plays out towards the tragedy was epic.But it's these predictable love stories, like Titanic, that followed through onto the Avatar Screenplay in many senses.",storyline,,,,,
The devastator has testicles?,storyline,,,,,
"She is no ordinary bare belly Persian princess though because she is the sacred protector of a dagger that contains the ""sands of time"" which can turn back time.",storyline,,,,,
"Yes, it's the story of the little guy who makes it big, but the little guy is such a wet blanket that one can't root for him.",storyline,,,,,
"And the ending: Hey, we actually have some unique twist... but we won't show you!Summing it, the film constantly promises progression, and your attention is constantly held, and yet it fails every time consistently.",storyline,,,,,
Stark is actually being slowly poisoned by the Palladium in the energy generator in his chest and hasn't found a way to prevent his own death.,storyline,,,,,
"But the popular, ludicrously sentimental and instantly unnecessary rule in ending a romantic comedy in which the love interests don't reunite is that the protagonist needs to meet someone else by the film's end, almost always tacked onto the last five minutes.",storyline,,,,,
First of all the concept doesn't make sense to me.,storyline,,,,,
"The movie is enjoyable entertainment, but nothing more, it lacks memorable villains and there aren't any impressive big set-piece moments, save for the ending, it's not a bad movie, but I had hoped it would be so much better.",storyline,,,,,
"Then, the revelation.",storyline,,,,,
"Transformers 2 is almost the exact same movie, except everything is done twice as much, and some stuff that is done twice as much as a slightly negative effect on the movie.",storyline,,,,,
This shouldn't be taken as a criticism but if you're looking for an exciting Hollywood thriller please look elsewhere because this is slow burning introspective drama BTW don't be fooled by all the big names in the cast .,storyline,,,,,
"The heroine is vaguely annoying, and the end battle is just way too long.",storyline,,,,,
"For the sake of truth, I should say that there are some amusing characters like Captain America (Chris Evans and his ""Ma'am, there's only one God, and I'm pretty sure he doesn't dress like that"") or agent Phil Coulson (and his laughable passion for the Captain America and his cheesy dying scene) but I am not sure if they were supposed to be amusing in a way that they were.On the other hand, the movie is not a total failure and has its moments.",storyline,,,,,
"There was not a single scene in the movie which wasn't a tired clich.I suppose all the ""last-minute saves"" are supposed to increase tension - but you know what?",storyline,,,,,
"Sometimes way too slow, almost dragging the scene into an early grave, sometimes so fast you can't even follow the action, the pace always manages to annoy the viewer, making a two hour movie seem longer than three hours.The",storyline,,,,,
I happened to think this is a very good disaster flick.The,storyline,,,,,
The movie kept me giggling and chuckling all the way through......And thats the problem.,storyline,,,,,
"(/SPOILERS) I think that only readers of the book really understood what was going on.Nevertheless,",storyline,,,,,
"After reading a number of reviews, I see that ""Bridesmaids"" is a love/hate movie where people loved it or hated it, and all for pretty much the same exact reasons.",storyline,,,,,
I knew a little about the premise and went to see what all the hype was about.,storyline,,,,,
Must have the precious.,storyline,,,,,
"Bellatrix was supposed to question Snape more, and Narcissa didn't fit the part as Draco's blonde mother.A major negative was the whole Burrow-catches-on-fire-scene.",storyline,,,,,
History has shown that familiar stories can be effectively told when done with a certain level of style or discipline.,storyline,,,,,
It would be more fun watching paint dry.The beginning was good and cleverly done but after that it just seemed to grind to a halt with long lingering scenes of nothing.,storyline,,,,,
"The heroes work together and form a bond, and its just great.",storyline,,,,,
The entertainment and the action is in pure form to all the audience.,storyline,,,,,
"The Grey isn't a movie based on reality, or a true story like the movie The Way Back were also a group of men had to survive in the wilderness.",storyline,,,,,
"You don't feel sorry for any character, and their deaths - Oh, well - we all will die some day.",storyline,,,,,
I couldn't figure out how the Autobots were going to save the day after the humans turned their backs on them.,storyline,,,,,
Pointless by-the-numbers movie with stereotypical characters and unconvincing acting all around.,storyline,,,,,
"If you liked any of these past movies, chances are, you'll like this one, too.For me, there have been, and will be plenty of better super hero films.",storyline,,,,,
"The film's exceptional marketing led many to make early claims of ""the 'Black Hawk Down' of alien invasion films,"" but ""Battle: Los Angeles"" is not the intriguing possibility of an alien invasion film from a military perspective; it's a military film in which aliens grace us with their presence.",storyline,,,,,
"It's a story of a strong, kind man who beats the odds, coming from a working class neighborhood with limited resources.",storyline,,,,,
"Throughout the whole movie you get that Deja Vu feeling ""been there, seen that"".",storyline,,,,,
The tree of life is both.,storyline,,,,,
"Well I had ordered the film when it came on DVD online and I had watched the film a couple of times; I love it, it is a beautifully, dark ballet film.The film explores New York ballet dancer Nina Sayers (Portman) who had got the starring role in the company's production of Swan Lake, but slowly goes on the brink of madness.",storyline,,,,,
"Jarrod and his pregnant girlfriend Elaine travel to Los Angeles to meet his old friend and successful entrepreneur Terry, and his wife Candice.Terry gives a party in his apartment for Jarrod and offers a job position to him in LA.Terry's assistant and lover Denise and his friend Ray sleep on the couch in the living room, but in the dawn of the next morning, the group is awakened by mysterious beams of blue light.Ray",storyline,,,,,
"As Rhan Jas, who helps Christine find ways of appeasing the evil Lamia that's after her, Dileep Rao is warm and appealing.Finally",storyline,,,,,
"I haven't seen such a bad movie since Ghost Rider...I think it's actually worse...this movie is done in a way that only resembles a parody...really poor acting and such bad directing...It is the first time that I wanted to get my money back...The high rating will really mess with your mind so stop considering it...just watch the trailer and laugh...I won't go into the details because It's ""hard for me""...the only thing I am sorry about is Justin Long ho was practically ruined by the bad directing..If you have some money just save it..go somewhere and have fun but don't spoil your evening with this extremely poor horror..It just doesn't work!",storyline,,,,,
Everyone dies!,storyline,,,,,
"Example, first half of the film works like a docu-drama, and the second half becomes a hybrid of Black Hawk Down, and we don't notice the change of pace.",storyline,,,,,
Observing Allen's limitless imagination resuscitate and power the actions of such personae is undoubtedly the highlight of the film.,storyline,,,,,
"As is customary with part 1 of a comic movie, why was there no significant amount of time spent on chronicling the background of the superhero & the villain?",storyline,,,,,
"This one is lacking in a lot of things: story, plot, coherence, good dialog and much more.",storyline,,,,,
"After a few games, Billy Beane changes his attitude towards his players, treats them well, exhorts and edifies them and even trades the ones who have been corrupting the others and the ones who haven't lived up to the expectations and all these bear fruit.They win one game after the other and the winning streak extends to a record 19 and a chance to re-write history beckons.",storyline,,,,,
"Frequently in the books we see the heroes reading about other wizarding families under attack by Death Eaters, but here they've placed the main characters in harm's way.",storyline,,,,,
I would like to have seen more of a relationship grown between snow white and the huntsmen towards the end.,storyline,,,,,
"Hell, that's some powerful stuff.",storyline,,,,,
"Shutter Island doesn't necessarily top The Departed, but is along the same lines.",storyline,,,,,
This is what we are teaching a 16 year old?,storyline,,,,,
"This film does recall Mr. Malick's graceful ""Days of Heaven"" but it is not a remake of that work or any of his other films",storyline,,,,,
Whether its down the fact you miss the Squid?,storyline,,,,,
"front and center in the film, steals the stage with his beautiful portrayal of an anguished man searching for answers and piecing together his own fractured past.",storyline,,,,,
We just love some action scenes and the rest seems like background noise.,storyline,,,,,
Yeah nothing really original but the story is told in a style that keeps you captivated till the end.,storyline,,,,,
"There's plenty of pretty funny jokes (my favorites is when Hit Girl is killing a large number of gangsters and you hear Joan Jett's ""Bad Reputation"" playing!) and Cage does a hilarious imitation of Adam West's line readings from the old ""Batman"" TV series.",storyline,,,,,
The plot was incredibly easy to follow but super interesting at the same time.,storyline,,,,,
"The movie overall is very good and a light hearted look at the trials and tribulations of growing teens and the relationships they ""enjoy"" plus the usual twists.",storyline,,,,,
I was not expecting anything from the movie because i knew in the first place that it is another super American hero movie ( extra boring one this time).,storyline,,,,,
First was when optimus is fighting the decepticons in the woods.,storyline,,,,,
So here's the gist.,storyline,,,,,
"And if this plot is worth actually devoting your serious interest in, why does it start off like some kind of realistically laid out spoof?",storyline,,,,,
"version: I recently went to see the movie for a second time, and apparently I was mistaken...she never planned on harming her father.",storyline,,,,,
This truly was a badly constructed movie lacking in imagination and any shred of humanity.,storyline,,,,,
"viewer is treated to an outsider's view of the X-Men universe, as a Hollywood slapstick comedian (James McAvoy) escapes a shotgun wedding thanks to the timely intervention of the young Charles Xavier.",storyline,,,,,
"Again, we don't know the character who dies, except by the sum of one minute of generic rambling about father-son bonds and anger of gods that we saw earlier.Returning to the overall picture, I feel that this movie was created with the premise ""Hey, this movie hasn't been remade yet, we can make money here!""",storyline,,,,,
"In the end, though, the Watchmen is one of the most faithful movies to follow source material, and is a foundation for comic books movies that will come after it.",storyline,,,,,
OPENING NARRATION: This is a story of boy meets girl.,storyline,,,,,
The contents is zero.,storyline,,,,,
"The first was a suspenseful cyberpunk thriller, and the second became my favourite movie of all time.",storyline,,,,,
I just hope that the next two movies are more complex and deserving of the Pirates of the Caribbean name.,storyline,,,,,
"Columbus is on his way to, well, Columbus and on the way meets up with grizzly bad@ss and Twinkie enthusiast Tallahassee (Woody Harrelson), who follows no rules and treats the apocalypse like a zombie-infested playground.",storyline,,,,,
The freelance blogger acting as our paranoid eye in the story is brought in for charges of fraud.Chaos,storyline,,,,,
"It worked in Collateral and Miami Vice, but this time Mann goes overboard and fails to provide a compelling narrative or characters to care about.Instead, what we get is a fairly tiresome collection of one shoot-out and bank robbery after the other.",storyline,,,,,
"""The Wrestler"" is ultimately a safer film.",storyline,,,,,
"Sadly here, you can just see sporadic glimpses of what this film could have been, had it not fallen into the trappings of a thin love story.",storyline,,,,,
"The fresh idea of this movie is what brought a couple of friends and I to watch it a few days ago, and we left feeling very satisfied.",storyline,,,,,
watching a Pixar or a Disney picture you have to bear in mind the realism of situations.,storyline,,,,,
"The way the other two prospective ikran riders cheer Jake on when he's trying to subdue and bond with his ikran for example, shows that he's made connections to others in the clan besides Neytiri, and the way Dr Grace and particularly Norm treats Jake over time indicates how they interact with Jake outside of what we see too.In conclusion, Avatar uses stunning visuals to tell a simple story, and the two enhance each other rather than letting either one trying to carry the film on its own.",storyline,,,,,
"That is where the connection between Edward and Bella lies through out the movie that it didn't make sense to me that Jacob was a love rival, only a friend who is affectionate to Bella.",storyline,,,,,
or the US soldiers ?,storyline,,,,,
"Well cast, well acted, great story line and while watching it all I could think of was, ""This is Apocalypse Now set in 2018 with robots in place of the Vietcong.""",storyline,,,,,
"It wasn't the typical zombie movie, but it wasn't either the redemption of the genre.",storyline,,,,,
"Instead of a Ferrell or Apatow production which creates a situation and improvisation fills in the gaps, The Hangover relies strictly on plot and what twists and turns are thrown to our main characters.",storyline,,,,,
"'Ghost Protocol' however MORE than allows Ethan Hunt and his team to join that exclusive club...accomplishing the near impossible mission with flying colors!!!MI: GP opens with Ethan Hunt in a Moscow prison, being broken out by fellow IMF agents Benji Dunn (Simon Pegg) and Jane Carter (Paula Patton) just in time for his next mission-infiltrating the Kremlin.",storyline,,,,,
"It wouldn't be unnatural to fear that these kids would end up injured, missing, or trapped, especially if you've seen too many episodes of Man vs. Wild.",storyline,,,,,
"""Skyline"" is such an awful film.",storyline,,,,,
Death Eaters and Hogwarts Teachers . .,storyline,,,,,
And real heroism must break the chains of mere story.,storyline,,,,,
"Some might compare it 2001(1968), and it does not beat around the bush, that it was inspired off it, but when you see it, you'll come to find it's pretty much it's own movie.",storyline,,,,,
The bad guys seemed genuinely evil and got what they deserved.,storyline,,,,,
It is telling that none of them seem to have proper jobs.,storyline,,,,,
"In this sense, the wonderland appears as the a place where the girl can express herself freely, without taking into consideration the Victorian morals, values and manners.",storyline,,,,,
But here there's a twist: the whole thing has been rigged by a secret worldwide organization set up to protect the world from being destroyed by the Elder Gods by presenting them with specific blood sacrifices.Herein lies the beauty of the film: the dumb things done by the five young adults have been set up by the organization to make them more suggestible.,storyline,,,,,
"His rating is, of course, too high, but the movie is a fun and pleasant experience.There is nothing tremendously new or original in the plot.",storyline,,,,,
Beats every movie dealing with the evil/good persona except for the Dark Knight and Fight Club.,storyline,,,,,
The series has had many good films but some rough spots.,storyline,,,,,
"The year is 2210, and World Peace seems to have come, with most classic weapons of mass destruction having been abandoned.",storyline,,,,,
movie is a series of scenes showing King dealing with this situation.,storyline,,,,,
No need for spoilers (again I saw the trailer).,storyline,,,,,
"Heck, even Bryan Singer's X-Men was pretty good (which is interesting, being that one of the many screenwriters of this soporific mess also wrote X-Men).",storyline,,,,,
We know every line of dialogue and every intricate bit of action that's expected to occur.,storyline,,,,,
"Every human act is calculated, spun to their advantage, and the aliens are misunderstood,.. mistreated.Copley's character, Mr. Van De Merwe, will be forced to re-think his position.",storyline,,,,,
This is how you create a Spider-Man story.,storyline,,,,,
"Even though it was no Discrict 9, it was still entertaining and didn't feel like a complete waste of celluloid like others from this genre (another plug against Skyline).",storyline,,,,,
"Rated PG-13 for sexual references and smoking, I hardly think the teens will have a problem with this film.",storyline,,,,,
"I do not regret spending money on this movie, for the fact that it was so poorly done that I even chuckled at parts which should not have been deemed funny (ie, the unnecessary taking off of the shirt done by Taylor Lautner).I can see how this film would attract young teen girls.",storyline,,,,,
"Go see it if you like zombie monster flicks, don't go if you don't like those movies.",storyline,,,,,
"I don't think you can face such a situation like that(neither can I!!) well this is what the movie made me think!! and I feel that's what the director wants you to think about too..My sincere suggestion is - if u want to enjoy these kind of movies, don't look for plot holes(you are not a member of the Oscar committee)...",storyline,,,,,
